SourceWebsite,City,Country,ScrapeDateTime,Condition,CleanCondition,NormalizedCondition
Open-Meteo,Tokyo,Japan,2026-03-13 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 14:00:00+00:00,moderate snow,moderate snow,snow
Open-Meteo,Auckland,New Zealand,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-13 15:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,London,United Kingdom,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-13 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mumbai,India,2026-03-13 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-13 15:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Rome,Italy,2026-03-13 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-13 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-13 15:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Temasek,Singapore,2026-03-13 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-03-13 16:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-13 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-13 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-13 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-13 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 16:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mexico City,Mexico,2026-03-13 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mumbai,India,2026-03-13 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-13 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-13 16:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Rome,Italy,2026-03-13 16:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Seoul,South Korea,2026-03-13 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-03-13 16:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Temasek,Singapore,2026-03-13 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-13 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Auckland,New Zealand,2026-03-13 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-03-13 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-13 17:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-13 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-13 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 17:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mexico City,Mexico,2026-03-13 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mumbai,India,2026-03-13 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-13 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-13 17:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Rome,Italy,2026-03-13 17:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Seoul,South Korea,2026-03-13 17:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-13 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Temasek,Singapore,2026-03-13 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-13 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 17:00:00+00:00,slight snow,slight snow,snow
Open-Meteo,Auckland,New Zealand,2026-03-13 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-03-13 18:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-03-13 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-13 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-13 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 18:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mexico City,Mexico,2026-03-13 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mumbai,India,2026-03-13 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-13 18:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Paris,France,2026-03-13 18:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Rome,Italy,2026-03-13 18:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Seoul,South Korea,2026-03-13 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-13 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Temasek,Singapore,2026-03-13 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-03-13 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 18:00:00+00:00,moderate snow,moderate snow,snow
Open-Meteo,Auckland,New Zealand,2026-03-13 19:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-13 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mumbai,India,2026-03-13 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-03-13 19:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Rome,Italy,2026-03-13 19:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Seoul,South Korea,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-13 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-13 19:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Tokyo,Japan,2026-03-13 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 19:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Auckland,New Zealand,2026-03-13 20:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Beirut,Lebanon,2026-03-13 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-13 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-13 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-13 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 20:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-13 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mumbai,India,2026-03-13 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-13 20:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Paris,France,2026-03-13 20:00:00+00:00,dense drizzle,dense drizzle,rain
Open-Meteo,Rome,Italy,2026-03-13 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-13 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-13 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-13 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-13 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 20:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Auckland,New Zealand,2026-03-13 21:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-03-13 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-13 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-13 21:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Los Angeles,United States,2026-03-13 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mexico City,Mexico,2026-03-13 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mumbai,India,2026-03-13 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-13 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-13 21:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Rome,Italy,2026-03-13 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-13 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-13 21:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-13 21:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Tokyo,Japan,2026-03-13 21:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 21:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Auckland,New Zealand,2026-03-13 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-13 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-13 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-13 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-03-13 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-13 22:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mumbai,India,2026-03-13 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 22:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,New York,United States,2026-03-13 22:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Paris,France,2026-03-13 22:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Rome,Italy,2026-03-13 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-13 22:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-13 22:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-13 22:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Tokyo,Japan,2026-03-13 22:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 22:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Auckland,New Zealand,2026-03-13 23:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-13 23:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-13 23:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-13 23:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-13 23:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-03-13 23:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-13 23:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-13 23:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-13 23:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-13 23:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,New York,United States,2026-03-13 23:00:00+00:00,heavy snow,heavy snow,snow
Open-Meteo,Paris,France,2026-03-13 23:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Rome,Italy,2026-03-13 23:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-13 23:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-13 23:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-13 23:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Tokyo,Japan,2026-03-13 23:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-13 23:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-03-14 00:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-14 00:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-14 00:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-14 00:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-14 00:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-03-14 00:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-14 00:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-14 00:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-14 00:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-14 00:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-14 00:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-14 00:00:00+00:00,dense drizzle,dense drizzle,rain
Open-Meteo,Rome,Italy,2026-03-14 00:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-14 00:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-14 00:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Temasek,Singapore,2026-03-14 00:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Tokyo,Japan,2026-03-14 00:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-14 00:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-14 01:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-14 01:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mumbai,India,2026-03-14 01:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-14 01:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-03-14 01:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-14 01:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Rome,Italy,2026-03-14 01:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Temasek,Singapore,2026-03-14 01:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Tokyo,Japan,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-14 01:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-03-14 02:00:00+00:00,dense drizzle,dense drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-14 02:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mumbai,India,2026-03-14 02:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-14 02:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-14 02:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Rome,Italy,2026-03-14 02:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Seoul,South Korea,2026-03-14 02:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Temasek,Singapore,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-14 02:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-03-14 03:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-03-14 03:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-14 03:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-14 03:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-14 03:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-14 03:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Madrid,Spain,2026-03-14 03:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-14 03:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Mumbai,India,2026-03-14 03:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-14 03:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-14 03:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-14 03:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Rome,Italy,2026-03-14 03:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-14 03:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-14 03:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Temasek,Singapore,2026-03-14 03:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-14 03:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-14 03:00:00+00:00,slight snow,slight snow,snow
Open-Meteo,Auckland,New Zealand,2026-03-14 04:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-03-14 04:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-14 04:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Dubai,United Arab Emirates,2026-03-14 04:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-14 04:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-03-14 04:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Madrid,Spain,2026-03-14 04:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-14 04:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-14 04:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-14 04:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-14 04:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-14 04:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Rome,Italy,2026-03-14 04:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-14 04:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-14 04:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Temasek,Singapore,2026-03-14 04:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-03-14 04:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-03-14 04:00:00+00:00,slight snow,slight snow,snow
Open-Meteo,Auckland,New Zealand,2026-03-14 05:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-03-14 05:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-03-14 05:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-14 05:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-14 05:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-03-14 05:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Madrid,Spain,2026-03-14 05:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-14 05:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-14 05:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-14 05:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-14 05:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-14 05:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-14 05:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-14 05:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-03-14 05:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Temasek,Singapore,2026-03-14 05:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Tokyo,Japan,2026-03-14 05:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Toronto,Canada,2026-03-14 05:00:00+00:00,slight snow,slight snow,snow
Open-Meteo,Auckland,New Zealand,2026-03-14 06:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Beirut,Lebanon,2026-03-14 06:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-03-14 06:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-03-14 06:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,London,United Kingdom,2026-03-14 06:00:00+00:00,slight snow,slight snow,snow
Open-Meteo,Los Angeles,United States,2026-03-14 06:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-03-14 06:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-03-14 06:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-03-14 06:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-03-14 06:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-03-14 06:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Paris,France,2026-03-14 06:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-03-14 06:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Seoul,South Korea,2026-03-14 06:00:00+00:00,overcast,overcast,cloudy
