SourceWebsite,City,Country,ScrapeDateTime,Condition,CleanCondition,NormalizedCondition
Open-Meteo,Los Angeles,United States,2026-04-01 11:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Madrid,Spain,2026-04-01 11:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Melbourne,Australia,2026-04-01 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 11:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mumbai,India,2026-04-01 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Nairobi,Kenya,2026-04-01 11:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-04-01 11:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Paris,France,2026-04-01 11:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Rome,Italy,2026-04-01 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 11:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Sydney,Australia,2026-04-01 11:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 11:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Temasek,Singapore,2026-04-01 11:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Tokyo,Japan,2026-04-01 11:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Toronto,Canada,2026-04-01 11:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,LB,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Berlin,Germany,2026-04-01 12:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-04-01 12:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Cairo,Egypt,2026-04-01 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Chicago,United States,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-04-01 12:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Los Angeles,United States,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-04-01 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 12:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 12:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Mexico City,Mexico,2026-04-01 12:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Mumbai,India,2026-04-01 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-04-01 12:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Paris,France,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Sydney,Australia,2026-04-01 12:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Temasek,Singapore,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-04-01 12:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Toronto,Canada,2026-04-01 12:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,LB,2026-04-01 13:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-04-01 13:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Berlin,Germany,2026-04-01 13:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-04-01 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Cairo,Egypt,2026-04-01 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Chicago,United States,2026-04-01 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 13:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,London,United Kingdom,2026-04-01 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Los Angeles,United States,2026-04-01 13:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Los Angeles,United States,2026-04-01 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Madrid,Spain,2026-04-01 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 13:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mexico City,Mexico,2026-04-01 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mumbai,India,2026-04-01 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-04-01 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Paris,France,2026-04-01 13:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Rome,Italy,2026-04-01 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Sydney,Australia,2026-04-01 13:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 13:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Temasek,Singapore,2026-04-01 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-04-01 13:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Toronto,Canada,2026-04-01 13:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 14:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,LB,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Berlin,Germany,2026-04-01 14:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-04-01 14:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Cairo,Egypt,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Chicago,United States,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 14:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-04-01 14:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Los Angeles,United States,2026-04-01 14:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Madrid,Spain,2026-04-01 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 14:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mexico City,Mexico,2026-04-01 14:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mumbai,India,2026-04-01 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-04-01 14:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Rome,Italy,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Sydney,Australia,2026-04-01 14:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 14:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Temasek,Singapore,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Tokyo,Japan,2026-04-01 14:00:00+00:00,dense drizzle,dense drizzle,rain
Open-Meteo,Toronto,Canada,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-04-01 14:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,LB,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Berlin,Germany,2026-04-01 15:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Cairo,Egypt,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Chicago,United States,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,London,United Kingdom,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-04-01 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-04-01 15:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Madrid,Spain,2026-04-01 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mexico City,Mexico,2026-04-01 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Mumbai,India,2026-04-01 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-04-01 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Sydney,Australia,2026-04-01 15:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 15:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,São Paulo,Brazil,2026-04-01 15:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Temasek,Singapore,2026-04-01 15:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-04-01 15:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Toronto,Canada,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-04-01 15:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,LB,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Berlin,Germany,2026-04-01 16:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Cairo,Egypt,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Chicago,United States,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 16:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,London,United Kingdom,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-04-01 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-04-01 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Madrid,Spain,2026-04-01 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mexico City,Mexico,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mumbai,India,2026-04-01 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Paris,France,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Rome,Italy,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Sydney,Australia,2026-04-01 16:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 16:00:00+00:00,heavy rain,heavy rain,rain
Open-Meteo,São Paulo,Brazil,2026-04-01 16:00:00+00:00,heavy rain,heavy rain,rain
Open-Meteo,Temasek,Singapore,2026-04-01 16:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-04-01 16:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Toronto,Canada,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-04-01 16:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,LB,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Berlin,Germany,2026-04-01 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Buenos Aires,Argentina,2026-04-01 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Cairo,Egypt,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Chicago,United States,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 17:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,London,United Kingdom,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-04-01 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-04-01 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Madrid,Spain,2026-04-01 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mexico City,Mexico,2026-04-01 17:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mumbai,India,2026-04-01 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-04-01 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,New York,United States,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Sydney,Australia,2026-04-01 17:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 17:00:00+00:00,dense drizzle,dense drizzle,rain
Open-Meteo,São Paulo,Brazil,2026-04-01 17:00:00+00:00,moderate rain,moderate rain,rain
Open-Meteo,Temasek,Singapore,2026-04-01 17:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-04-01 17:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Toronto,Canada,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-04-01 17:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,LB,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,Lebanon,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Berlin,Germany,2026-04-01 18:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-04-01 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Cairo,Egypt,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Chicago,United States,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 18:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,London,United Kingdom,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-04-01 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-04-01 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Madrid,Spain,2026-04-01 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mexico City,Mexico,2026-04-01 18:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Mumbai,India,2026-04-01 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-04-01 18:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,New York,United States,2026-04-01 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Paris,France,2026-04-01 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Rome,Italy,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Sydney,Australia,2026-04-01 18:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,São Paulo,Brazil,2026-04-01 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Temasek,Singapore,2026-04-01 18:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Tokyo,Japan,2026-04-01 18:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Toronto,Canada,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-04-01 18:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Beirut,LB,2026-04-01 19:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-04-01 19:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Berlin,Germany,2026-04-01 19:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Buenos Aires,Argentina,2026-04-01 19:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Cairo,Egypt,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Chicago,United States,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 19:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,London,United Kingdom,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,London,United Kingdom,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-04-01 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-04-01 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Madrid,Spain,2026-04-01 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 19:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mexico City,Mexico,2026-04-01 19:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Mumbai,India,2026-04-01 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 19:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,New York,United States,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,New York,United States,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Paris,France,2026-04-01 19:00:00+00:00,dense drizzle,dense drizzle,rain
Open-Meteo,Rome,Italy,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 19:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Sydney,Australia,2026-04-01 19:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 19:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,São Paulo,Brazil,2026-04-01 19:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Temasek,Singapore,2026-04-01 19:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Tokyo,Japan,2026-04-01 19:00:00+00:00,slight rain,slight rain,rain
Open-Meteo,Toronto,Canada,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Toronto,Canada,2026-04-01 19:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Auckland,New Zealand,2026-04-01 20:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Beirut,LB,2026-04-01 20:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Beirut,Lebanon,2026-04-01 20:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Berlin,Germany,2026-04-01 20:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Buenos Aires,Argentina,2026-04-01 20:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Buenos Aires,Argentina,2026-04-01 20:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Cairo,Egypt,2026-04-01 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Chicago,United States,2026-04-01 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Dubai,United Arab Emirates,2026-04-01 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Johannesburg,South Africa,2026-04-01 20:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,London,United Kingdom,2026-04-01 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,London,United Kingdom,2026-04-01 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Los Angeles,United States,2026-04-01 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Los Angeles,United States,2026-04-01 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Madrid,Spain,2026-04-01 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Madrid,Spain,2026-04-01 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Melbourne,Australia,2026-04-01 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Mexico City,Mexico,2026-04-01 20:00:00+00:00,light drizzle,light drizzle,rain
Open-Meteo,Mexico City,Mexico,2026-04-01 20:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,Mumbai,India,2026-04-01 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Nairobi,Kenya,2026-04-01 20:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,New York,United States,2026-04-01 20:00:00+00:00,mainly clear,mainly clear,clear
Open-Meteo,New York,United States,2026-04-01 20:00:00+00:00,partly cloudy,partly cloudy,cloudy
Open-Meteo,Paris,France,2026-04-01 20:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Paris,France,2026-04-01 20:00:00+00:00,moderate drizzle,moderate drizzle,rain
Open-Meteo,Rome,Italy,2026-04-01 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Rome,Italy,2026-04-01 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,Seoul,South Korea,2026-04-01 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,Sydney,Australia,2026-04-01 20:00:00+00:00,clear sky,clear sky,clear
Open-Meteo,São Paulo,Brazil,2026-04-01 20:00:00+00:00,overcast,overcast,cloudy
Open-Meteo,São Paulo,Brazil,2026-04-01 20:00:00+00:00,mainly clear,mainly clear,clear
